sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SLC5A6","Approved symbol","SLC5A6","solute carrier family 5 member 6","HGNC:11041","2p23.3"
"C4A","Approved symbol","C4A","complement C4A (Rodgers blood group)","HGNC:1323","6p21.33"
"IGFBP2","Approved symbol","IGFBP2","insulin like growth factor binding protein 2","HGNC:5471","2q35"
"CROT","Approved symbol","CROT","carnitine O-octanoyltransferase","HGNC:2366","7q21.12"
"RCAN1","Approved symbol","RCAN1","regulator of calcineurin 1","HGNC:3040","21q22.12"
"KIAA1324","Previous symbol","ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1","HGNC:29618","1p13.3"
"ZNF91","Approved symbol","ZNF91","zinc finger protein 91","HGNC:13166","19p12"
"KITLG","Approved symbol","KITLG","KIT ligand","HGNC:6343","12q21.32"
"GALNT10","Approved symbol","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10","HGNC:19873","5q33.2"
"FAM63A","Previous symbol","MINDY1","MINDY lysine 48 deubiquitinase 1","HGNC:25648","1q21.3"
"TSPAN15","Approved symbol","TSPAN15","tetraspanin 15","HGNC:23298","10q22.1"
"TINAGL1","Approved symbol","TINAGL1","tubulointerstitial nephritis antigen like 1","HGNC:19168","1p35.2"
"HSPB1","Approved symbol","HSPB1","heat shock protein family B (small) member 1","HGNC:5246","7q11.23"
"RBM38","Approved symbol","RBM38","RNA binding motif protein 38","HGNC:15818","20q13.31"
"FYCO1","Approved symbol","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1","HGNC:14673","3p21.31"
"PDK1","Approved symbol","PDK1","pyruvate dehydrogenase kinase 1","HGNC:8809","2q31.1"
"PDK1","Alias symbol","PDPK1","3-phosphoinositide dependent protein kinase 1","HGNC:8816","16p13.3"
"RMND1","Approved symbol","RMND1","required for meiotic nuclear division 1 homolog","HGNC:21176","6q25.1"
"TMC4","Approved symbol","TMC4","transmembrane channel like 4","HGNC:22998","19q13.42"
"SIAH2","Approved symbol","SIAH2","siah E3 ubiquitin protein ligase 2","HGNC:10858","3q25.1"
"LASS4","Previous symbol","CERS4","ceramide synthase 4","HGNC:23747","19p13.2"
"NHSL1","Approved symbol","NHSL1","NHS like 1","HGNC:21021","6q24.1"
"TSPAN33","Approved symbol","TSPAN33","tetraspanin 33","HGNC:28743","7q32.1"
"ROGDI","Approved symbol","ROGDI","rogdi atypical leucine zipper","HGNC:29478","16p13.3"
"C14orf79","Previous symbol","CLBA1","clathrin binding box of aftiphilin containing 1","HGNC:20126","14q32.33"
"NCOA7","Approved symbol","NCOA7","nuclear receptor coactivator 7","HGNC:21081","6q22.31-q22.32"
"NT5DC2","Approved symbol","NT5DC2","5'-nucleotidase domain containing 2","HGNC:25717","3p21.1"
"SRD5A1","Approved symbol","SRD5A1","steroid 5 alpha-reductase 1","HGNC:11284","5p15.31"
"CBX4","Approved symbol","CBX4","chromobox 4","HGNC:1554","17q25.3"
"SLC29A3","Approved symbol","SLC29A3","solute carrier family 29 member 3","HGNC:23096","10q22.1"
"RALGPS1","Approved symbol","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","HGNC:16851","9q33.3"
"PRLR","Approved symbol","PRLR","prolactin receptor","HGNC:9446","5p13.2"
"ZNF587","Approved symbol","ZNF587","zinc finger protein 587","HGNC:30955","19q13.43"
"SORD","Approved symbol","SORD","sorbitol dehydrogenase","HGNC:11184","15q21.1"
"CYB5A","Approved symbol","CYB5A","cytochrome b5 type A","HGNC:2570","18q22.3"
"NFIB","Approved symbol","NFIB","nuclear factor I B","HGNC:7785","9p23-p22.3"
"UGDH","Approved symbol","UGDH","UDP-glucose 6-dehydrogenase","HGNC:12525","4p14"
"ITPR1","Approved symbol","ITPR1","inositol 1,4,5-trisphosphate receptor type 1","HGNC:6180","3p26.1"
"LASS2","Previous symbol","CERS2","ceramide synthase 2","HGNC:14076","1q21.3"
"TOB1","Approved symbol","TOB1","transducer of ERBB2, 1","HGNC:11979","17q21.33"
"VAV3","Approved symbol","VAV3","vav guanine nucleotide exchange factor 3","HGNC:12659","1p13.3"
"ODC1","Approved symbol","ODC1","ornithine decarboxylase 1","HGNC:8109","2p25.1"
"ODC1","Alias symbol","SLC25A21","solute carrier family 25 member 21","HGNC:14411","14q13.3"
"CISH","Approved symbol","CISH","cytokine inducible SH2 containing protein","HGNC:1984","3p21.2"
"SLC2A10","Approved symbol","SLC2A10","solute carrier family 2 member 10","HGNC:13444","20q13.12"
"REPS2","Approved symbol","REPS2","RALBP1 associated Eps domain containing 2","HGNC:9963","Xp22.2"
"ANKRD42","Approved symbol","ANKRD42","ankyrin repeat domain 42","HGNC:26752","11q14.1"
"EPHB3","Approved symbol","EPHB3","EPH receptor B3","HGNC:3394","3q27.1"
"TMEM205","Approved symbol","TMEM205","transmembrane protein 205","HGNC:29631","19p13.2"
"CEBPB","Approved symbol","CEBPB","CCAAT enhancer binding protein beta","HGNC:1834","20q13.13"
"PLCD4","Approved symbol","PLCD4","phospholipase C delta 4","HGNC:9062","2q35"
"MPZL2","Approved symbol","MPZL2","myelin protein zero like 2","HGNC:3496","11q23.3"
"CCND1","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3"
"CMTM7","Approved symbol","CMTM7","CKLF like MARVEL transmembrane domain containing 7","HGNC:19178","3p22.3"
"NCS1","Approved symbol","NCS1","neuronal calcium sensor 1","HGNC:3953","9q34.11"
"TCEAL1","Approved symbol","TCEAL1","transcription elongation factor A like 1","HGNC:11616","Xq22.2"
"EFHC1","Approved symbol","EFHC1","EF-hand domain containing 1","HGNC:16406","6p12.2"
"CHST15","Approved symbol","CHST15","carbohydrate sulfotransferase 15","HGNC:18137","10q26.13"
"LFNG","Approved symbol","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","HGNC:6560","7p22.3"
"C14orf45","Previous symbol","BBOF1","basal body orientation factor 1","HGNC:19855","14q24.3"
"PBX1","Approved symbol","PBX1","PBX homeobox 1","HGNC:8632","1q23.3"
"CCDC24","Approved symbol","CCDC24","coiled-coil domain containing 24","HGNC:28688","1p34.1"
"SLC46A1","Approved symbol","SLC46A1","solute carrier family 46 member 1","HGNC:30521","17q11.2"
"MYO10","Approved symbol","MYO10","myosin X","HGNC:7593","5p15.1"
"CYB5D2","Approved symbol","CYB5D2","cytochrome b5 domain containing 2","HGNC:28471","17p13.2"
"NPNT","Approved symbol","NPNT","nephronectin","HGNC:27405","4q24"
"LRIG1","Approved symbol","LRIG1","leucine rich repeats and immunoglobulin like domains 1","HGNC:17360","3p14.1"
"ELOVL5","Approved symbol","ELOVL5","ELOVL fatty acid elongase 5","HGNC:21308","6p12.1"
"MAST4","Approved symbol","MAST4","microtubule associated serine/threonine kinase family member 4","HGNC:19037","5q12.3"
"PPARA","Approved symbol","PPARA","peroxisome proliferator activated receptor alpha","HGNC:9232","22q13.31"
"SSH3","Approved symbol","SSH3","slingshot protein phosphatase 3","HGNC:30581","11q13.2"
"UBE2E3","Approved symbol","UBE2E3","ubiquitin conjugating enzyme E2 E3","HGNC:12479","2q31.3"
"TNFRSF21","Approved symbol","TNFRSF21","TNF receptor superfamily member 21","HGNC:13469","6p12.3"
"DUSP5","Approved symbol","DUSP5","dual specificity phosphatase 5","HGNC:3071","10q25.2"
"ERBB3","Approved symbol","ERBB3","erb-b2 receptor tyrosine kinase 3","HGNC:3431","12q13.2"
"GHDC","Approved symbol","GHDC","GH3 domain containing","HGNC:24438","17q21.2"
"APH1B","Approved symbol","APH1B","aph-1 homolog B, gamma-secretase subunit","HGNC:24080","15q22.2"
"ABCG1","Approved symbol","ABCG1","ATP binding cassette subfamily G member 1","HGNC:73","21q22.3"
"SIGIRR","Approved symbol","SIGIRR","single Ig and TIR domain containing","HGNC:30575","11p15.5"
"MYST4","Previous symbol","KAT6B","lysine acetyltransferase 6B","HGNC:17582","10q22.2"
"CSDA","Previous symbol","YBX3","Y-box binding protein 3","HGNC:2428","12p13.2"
"TAPT1","Approved symbol","TAPT1","transmembrane anterior posterior transformation 1","HGNC:26887","4p15.32"
"NRIP1","Approved symbol","NRIP1","nuclear receptor interacting protein 1","HGNC:8001","21q11.2-q21.1"
"N4BP3","Approved symbol","N4BP3","NEDD4 binding protein 3","HGNC:29852","5q35.3"
"PEX11A","Approved symbol","PEX11A","peroxisomal biogenesis factor 11 alpha","HGNC:8852","15q26.1"
"HHAT","Approved symbol","HHAT","hedgehog acyltransferase","HGNC:18270","1q32.2"
"KIAA0040","Approved symbol","KIAA0040","KIAA0040","HGNC:28950","1q25.1"
"SLC25A37","Approved symbol","SLC25A37","solute carrier family 25 member 37","HGNC:29786","8p21.2"
"MSI2","Approved symbol","MSI2","musashi RNA binding protein 2","HGNC:18585","17q22"
"SCCPDH","Approved symbol","SCCPDH","saccharopine dehydrogenase (putative)","HGNC:24275","1q44"
"IRS1","Approved symbol","IRS1","insulin receptor substrate 1","HGNC:6125","2q36.3"
"TPRN","Approved symbol","TPRN","taperin","HGNC:26894","9q34.3"
"G6PC3","Approved symbol","G6PC3","glucose-6-phosphatase catalytic subunit 3","HGNC:24861","17q21.31"
"FAM134B","Previous symbol","RETREG1","reticulophagy regulator 1","HGNC:25964","5p15.1"
"MTHFD1L","Approved symbol","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like","HGNC:21055","6q25.1"
"GPD1L","Approved symbol","GPD1L","glycerol-3-phosphate dehydrogenase 1 like","HGNC:28956","3p22.3"
"TCF7L1","Approved symbol","TCF7L1","transcription factor 7 like 1","HGNC:11640","2p11.2"
"WDR19","Approved symbol","WDR19","WD repeat domain 19","HGNC:18340","4p14"
"KCTD3","Approved symbol","KCTD3","potassium channel tetramerization domain containing 3","HGNC:21305","1q41"
"IFT140","Approved symbol","IFT140","intraflagellar transport 140","HGNC:29077","16p13.3"
"LPIN1","Approved symbol","LPIN1","lipin 1","HGNC:13345","2p25.1"
"CPEB2","Approved symbol","CPEB2","cytoplasmic polyadenylation element binding protein 2","HGNC:21745","4p15.32"
"LRTOMT","Approved symbol","LRTOMT","leucine rich transmembrane and O-methyltransferase domain containing","HGNC:25033","11q13.4"
"SLC43A3","Approved symbol","SLC43A3","solute carrier family 43 member 3","HGNC:17466","11q12.1"
"HDAC11","Approved symbol","HDAC11","histone deacetylase 11","HGNC:19086","3p25.1"
"FAAH","Approved symbol","FAAH","fatty acid amide hydrolase","HGNC:3553","1p33"
"FAAH","Alias symbol","FA2H","fatty acid 2-hydroxylase","HGNC:21197","16q23.1"
"C10orf32","Previous symbol","BORCS7","BLOC-1 related complex subunit 7","HGNC:23516","10q24.32"
"BHLHE40","Approved symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"IGF1R","Approved symbol","IGF1R","insulin like growth factor 1 receptor","HGNC:5465","15q26.3"
"LDHB","Approved symbol","LDHB","lactate dehydrogenase B","HGNC:6541","12p12.1"
"RNF145","Approved symbol","RNF145","ring finger protein 145","HGNC:20853","5q33.3"
"CRIP1","Approved symbol","CRIP1","cysteine rich protein 1","HGNC:2360","14q32.33"
"CRIP1","Alias symbol","CNRIP1","cannabinoid receptor interacting protein 1","HGNC:24546","2p14"
"NECAB3","Approved symbol","NECAB3","N-terminal EF-hand calcium binding protein 3","HGNC:15851","20q11.22"
"PRKX","Approved symbol","PRKX","protein kinase cAMP-dependent X-linked catalytic subunit","HGNC:9441","Xp22.33"
"CSRP2","Approved symbol","CSRP2","cysteine and glycine rich protein 2","HGNC:2470","12q21.2"
"C17orf58","Approved symbol","C17orf58","chromosome 17 open reading frame 58","HGNC:27568","17q24.2"
"KIF16B","Approved symbol","KIF16B","kinesin family member 16B","HGNC:15869","20p12.1"
"SPATA20","Approved symbol","SPATA20","spermatogenesis associated 20","HGNC:26125","17q21.33"
"EVL","Approved symbol","EVL","Enah/Vasp-like","HGNC:20234","14q32.2"
"BBS1","Approved symbol","BBS1","Bardet-Biedl syndrome 1","HGNC:966","11q13.2"
"IGFBP4","Approved symbol","IGFBP4","insulin like growth factor binding protein 4","HGNC:5473","17q21.2"
"FAM174B","Approved symbol","FAM174B","family with sequence similarity 174 member B","HGNC:34339","15q26.1"
"SYTL2","Approved symbol","SYTL2","synaptotagmin like 2","HGNC:15585","11q14.1"
"TMEM144","Approved symbol","TMEM144","transmembrane protein 144","HGNC:25633","4q32.1"
"TMEM25","Approved symbol","TMEM25","transmembrane protein 25","HGNC:25890","11q23.3"
"C4orf32","Previous symbol","FAM241A","family with sequence similarity 241 member A","HGNC:26813","4q25"
"PLEKHF2","Approved symbol","PLEKHF2","pleckstrin homology and FYVE domain containing 2","HGNC:20757","8q22.1"
"PARD6B","Approved symbol","PARD6B","par-6 family cell polarity regulator beta","HGNC:16245","20q13.13"
"SLC19A2","Approved symbol","SLC19A2","solute carrier family 19 member 2","HGNC:10938","1q24.2"
"ZBTB42","Approved symbol","ZBTB42","zinc finger and BTB domain containing 42","HGNC:32550","14q32.33"
"TMEM123","Approved symbol","TMEM123","transmembrane protein 123","HGNC:30138","11q22.2"
"CDC42EP1","Approved symbol","CDC42EP1","CDC42 effector protein 1","HGNC:17014","22q13.1"
"MALL","Approved symbol","MALL","mal, T cell differentiation protein like","HGNC:6818","2q13"
"LMO4","Approved symbol","LMO4","LIM domain only 4","HGNC:6644","1p22.3"
"MTL5","Previous symbol","TESMIN","testis expressed metallothionein like protein","HGNC:7446","11q13.3"
"TPBG","Approved symbol","TPBG","trophoblast glycoprotein","HGNC:12004","6q14.1"
"TRIM3","Approved symbol","TRIM3","tripartite motif containing 3","HGNC:10064","11p15.4"
"FAM198B","Previous symbol","GASK1B","golgi associated kinase 1B","HGNC:25312","4q32.1"
"RAB11FIP3","Approved symbol","RAB11FIP3","RAB11 family interacting protein 3","HGNC:17224","16p13.3"
"FRS2","Approved symbol","FRS2","fibroblast growth factor receptor substrate 2","HGNC:16971","12q15"
"MRAS","Approved symbol","MRAS","muscle RAS oncogene homolog","HGNC:7227","3q22.3"
"TP53INP1","Approved symbol","TP53INP1","tumor protein p53 inducible nuclear protein 1","HGNC:18022","8q22.1"
"CCDC82","Approved symbol","CCDC82","coiled-coil domain containing 82","HGNC:26282","11q21"
"IVD","Approved symbol","IVD","isovaleryl-CoA dehydrogenase","HGNC:6186","15q15.1"
"TRIM2","Approved symbol","TRIM2","tripartite motif containing 2","HGNC:15974","4q31.3"
"C11orf75","Previous symbol","SMCO4","single-pass membrane protein with coiled-coil domains 4","HGNC:24810","11q21"
"PELI1","Approved symbol","PELI1","pellino E3 ubiquitin protein ligase 1","HGNC:8827","2p14"
"MAP3K12","Approved symbol","MAP3K12","mitogen-activated protein kinase kinase kinase 12","HGNC:6851","12q13.13"
"FBXL7","Approved symbol","FBXL7","F-box and leucine rich repeat protein 7","HGNC:13604","5p15.1"
"GSTP1","Approved symbol","GSTP1","glutathione S-transferase pi 1","HGNC:4638","11q13.2"
"RUNDC1","Approved symbol","RUNDC1","RUN domain containing 1","HGNC:25418","17q21.31"
"SLC9A3R1","Previous symbol","NHERF1","NHERF family PDZ scaffold protein 1","HGNC:11075","17q25.1"
"IFRD1","Approved symbol","IFRD1","interferon related developmental regulator 1","HGNC:5456","7q31.1"
"FUT8","Approved symbol","FUT8","fucosyltransferase 8","HGNC:4019","14q23.3"
"C4orf34","Previous symbol","SMIM14","small integral membrane protein 14","HGNC:27321","4p14"
"MREG","Approved symbol","MREG","melanoregulin","HGNC:25478","2q35"
"ENPP1","Approved symbol","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","HGNC:3356","6q23.2"
"FAM174A","Approved symbol","FAM174A","family with sequence similarity 174 member A","HGNC:24943","5q21.1"
"KCTD6","Approved symbol","KCTD6","potassium channel tetramerization domain containing 6","HGNC:22235","3p14.3"
"C5orf30","Previous symbol","MACIR","macrophage immunometabolism regulator","HGNC:25052","5q21.1"
"CCDC125","Approved symbol","CCDC125","coiled-coil domain containing 125","HGNC:28924","5q13.2"
"SEMA3F","Approved symbol","SEMA3F","semaphorin 3F","HGNC:10728","3p21.31"
"EXOC6","Approved symbol","EXOC6","exocyst complex component 6","HGNC:23196","10q23.33"
"BCAM","Approved symbol","BCAM","basal cell adhesion molecule (Lutheran blood group)","HGNC:6722","19q13.32"
"BCAM","Alias symbol","BCAT2","branched chain amino acid transaminase 2","HGNC:977","19q13.33"
"MCCC2","Approved symbol","MCCC2","methylcrotonyl-CoA carboxylase subunit 2","HGNC:6937","5q13.2"
"SLC7A8","Approved symbol","SLC7A8","solute carrier family 7 member 8","HGNC:11066","14q11.2"
"KIAA1467","Previous symbol","FAM234B","family with sequence similarity 234 member B","HGNC:29288","12p13.1"
"TSPAN13","Approved symbol","TSPAN13","tetraspanin 13","HGNC:21643","7p21.1"
"TTC39A","Approved symbol","TTC39A","tetratricopeptide repeat domain 39A","HGNC:18657","1p32.3"
"KRT18","Approved symbol","KRT18","keratin 18","HGNC:6430","12q13.13"
"STARD10","Approved symbol","STARD10","StAR related lipid transfer domain containing 10","HGNC:10666","11q13.4"
"ADCY9","Approved symbol","ADCY9","adenylate cyclase 9","HGNC:240","16p13.3"
"CELSR1","Approved symbol","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1","HGNC:1850","22q13.31"
"MAGED2","Approved symbol","MAGED2","MAGE family member D2","HGNC:16353","Xp11.21"
"C17orf28","Previous symbol","HID1","HID1 domain containing","HGNC:15736","17q25.1"
"KDM4B","Approved symbol","KDM4B","lysine demethylase 4B","HGNC:29136","19p13.3"
"WFS1","Approved symbol","WFS1","wolframin ER transmembrane glycoprotein","HGNC:12762","4p16.1"
"FSCN1","Approved symbol","FSCN1","fascin actin-bundling protein 1","HGNC:11148","7p22.1"
"RHOB","Approved symbol","RHOB","ras homolog family member B","HGNC:668","2p24.1"
"KIAA1370","Previous symbol","ATOSA","atos homolog A","HGNC:25609","15q21.2-q21.3"
"TTLL4","Approved symbol","TTLL4","tubulin tyrosine ligase like 4","HGNC:28976","2q35"
"APBB2","Approved symbol","APBB2","amyloid beta precursor protein binding family B member 2","HGNC:582","4p14-p13"
"WWP1","Approved symbol","WWP1","WW domain containing E3 ubiquitin protein ligase 1","HGNC:17004","8q21.3"
"P4HTM","Approved symbol","P4HTM","prolyl 4-hydroxylase, transmembrane","HGNC:28858","3p21.31"
"PREX1","Approved symbol","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","HGNC:32594","20q13.13"
"ACADSB","Approved symbol","ACADSB","acyl-CoA dehydrogenase short/branched chain","HGNC:91","10q26.13"
"FBP1","Approved symbol","FBP1","fructose-bisphosphatase 1","HGNC:3606","9q22.32"
"FAM171A1","Approved symbol","FAM171A1","family with sequence similarity 171 member A1","HGNC:23522","10p13"
"RABEP1","Approved symbol","RABEP1","rabaptin, RAB GTPase binding effector protein 1","HGNC:17677","17p13.2"
"RARA","Approved symbol","RARA","retinoic acid receptor alpha","HGNC:9864","17q21.2"
"ZNF552","Approved symbol","ZNF552","zinc finger protein 552","HGNC:26135","19q13.43"
"SLC22A5","Approved symbol","SLC22A5","solute carrier family 22 member 5","HGNC:10969","5q31.1"
"CA12","Approved symbol","CA12","carbonic anhydrase 12","HGNC:1371","15q22.2"
"C6orf211","Previous symbol","ARMT1","acidic residue methyltransferase 1","HGNC:17872","6q25.1"
"XBP1","Approved symbol","XBP1","X-box binding protein 1","HGNC:12801","22q12.1"
"XBP1","Previous symbol","XBP1P1","X-box binding protein 1 pseudogene 1","HGNC:12802","5q22.2"
"TBC1D9","Approved symbol","TBC1D9","TBC1 domain family member 9","HGNC:21710","4q31.21"
"SQLE","Approved symbol","SQLE","squalene epoxidase","HGNC:11279","8q24.13"
"C7orf41","Previous symbol","MTURN","maturin, neural progenitor differentiation regulator homolog","HGNC:25457","7p14.3"
"LRRCC1","Approved symbol","LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1","HGNC:29373","8q21.2"
"DBF4B","Approved symbol","DBF4B","DBF4 zinc finger B","HGNC:17883","17q21.31"
"PPP1R3B","Approved symbol","PPP1R3B","protein phosphatase 1 regulatory subunit 3B","HGNC:14942","8p23.1"
"ZNF251","Approved symbol","ZNF251","zinc finger protein 251","HGNC:13045","8q24.3"
"KIAA0101","Previous symbol","PCLAF","PCNA clamp associated factor","HGNC:28961","15q22.31"
"SELM","Alias symbol","SELENOM","selenoprotein M","HGNC:30397","22q12.2"
"PPFIA3","Approved symbol","PPFIA3","PTPRF interacting protein alpha 3","HGNC:9247","19q13.33"
"GINS2","Approved symbol","GINS2","GINS complex subunit 2","HGNC:24575","16q24.1"
"CHTF18","Approved symbol","CHTF18","chromosome transmission fidelity factor 18","HGNC:18435","16p13.3"
"CAPS","Approved symbol","CAPS","calcyphosine","HGNC:1487","19p13.3"
"CAPS","Alias symbol","CADPS","calcium dependent secretion activator","HGNC:1426","3p14.2"
"ARMCX2","Approved symbol","ARMCX2","armadillo repeat containing X-linked 2","HGNC:16869","Xq22.1"
"S100A13","Approved symbol","S100A13","S100 calcium binding protein A13","HGNC:10490","1q21.3"
"ITPR3","Approved symbol","ITPR3","inositol 1,4,5-trisphosphate receptor type 3","HGNC:6182","6p21.31"
"C11orf1","Previous symbol","CFAP68","cilia and flagella associated protein 68","HGNC:1163","11q23.1"
"ADCK5","Approved symbol","ADCK5","aarF domain containing kinase 5","HGNC:21738","8q24.3"
"C8orf55","Previous symbol","THEM6","thioesterase superfamily member 6","HGNC:29656","8q24.3"
"NME1","Approved symbol","NME1","NME/NM23 nucleoside diphosphate kinase 1","HGNC:7849","17q21.33"
"NME1","Alias symbol","RMRP","RNA component of mitochondrial RNA processing endoribonuclease","HGNC:10031","9p13.3"
"WDR76","Approved symbol","WDR76","WD repeat domain 76","HGNC:25773","15q15.3"
"RRS1","Approved symbol","RRS1","ribosome biogenesis regulator 1 homolog","HGNC:17083","8q13.1"
"KIF24","Approved symbol","KIF24","kinesin family member 24","HGNC:19916","9p13.3"
"FAM129A","Previous symbol","NIBAN1","niban apoptosis regulator 1","HGNC:16784","1q25.3"
"MTFR1","Approved symbol","MTFR1","mitochondrial fission regulator 1","HGNC:29510","8q13.1"
"TIGD5","Approved symbol","TIGD5","tigger transposable element derived 5","HGNC:18336","8q24.3"
"CGNL1","Approved symbol","CGNL1","cingulin like 1","HGNC:25931","15q21.3"
"GNG12","Approved symbol","GNG12","G protein subunit gamma 12","HGNC:19663","1p31.3"
"RACGAP1","Approved symbol","RACGAP1","Rac GTPase activating protein 1","HGNC:9804","12q13.12"
"KNTC1","Approved symbol","KNTC1","kinetochore associated 1","HGNC:17255","12q24.31"
"PPP1R16A","Approved symbol","PPP1R16A","protein phosphatase 1 regulatory subunit 16A","HGNC:14941","8q24.3"
"ZNF395","Approved symbol","ZNF395","zinc finger protein 395","HGNC:18737","8p21.1"
"CCNF","Approved symbol","CCNF","cyclin F","HGNC:1591","16p13.3"
"GLB1L","Approved symbol","GLB1L","galactosidase beta 1 like","HGNC:28129","2q35"
"ZNF117","Approved symbol","ZNF117","zinc finger protein 117","HGNC:12897","7q11.21"
"TMEM97","Approved symbol","TMEM97","transmembrane protein 97","HGNC:28106","17q11.2"
"KIF20B","Approved symbol","KIF20B","kinesin family member 20B","HGNC:7212","10q23.31"
"LOC730101","Unmatched","","","",""
"PLK2","Approved symbol","PLK2","polo like kinase 2","HGNC:19699","5q11.2"
"CCNE2","Approved symbol","CCNE2","cyclin E2","HGNC:1590","8q22.1"
"FBXL6","Approved symbol","FBXL6","F-box and leucine rich repeat protein 6","HGNC:13603","8q24.3"
"UHRF1","Approved symbol","UHRF1","ubiquitin like with PHD and ring finger domains 1","HGNC:12556","19p13.3"
"EPPK1","Approved symbol","EPPK1","epiplakin 1","HGNC:15577","8q24.3"
"WDR67","Previous symbol","TBC1D31","TBC1 domain family member 31","HGNC:30888","8q24.13"
"ECT2","Approved symbol","ECT2","epithelial cell transforming 2","HGNC:3155","3q26.31"
"ACP6","Approved symbol","ACP6","acid phosphatase 6, lysophosphatidic","HGNC:29609","1q21.2"
"TSNARE1","Approved symbol","TSNARE1","t-SNARE domain containing 1","HGNC:26437","8q24.3"
"EFCAB4A","Previous symbol","CRACR2B","calcium release activated channel regulator 2B","HGNC:28703","11p15.5"
"ABCB9","Approved symbol","ABCB9","ATP binding cassette subfamily B member 9","HGNC:50","12q24.31"
"C8orf30A","Previous symbol","HGH1","HGH1 homolog","HGNC:24161","8q24.3"
"ELOVL6","Approved symbol","ELOVL6","ELOVL fatty acid elongase 6","HGNC:15829","4q25"
"ZWINT","Approved symbol","ZWINT","ZW10 interacting kinetochore protein","HGNC:13195","10q21.1"
"C7orf68","Previous symbol","HILPDA","hypoxia inducible lipid droplet associated","HGNC:28859","7q32.1"
"BEX4","Approved symbol","BEX4","brain expressed X-linked 4","HGNC:25475","Xq22.1"
"NDUFB9","Approved symbol","NDUFB9","NADH:ubiquinone oxidoreductase subunit B9","HGNC:7704","8q24.13"
"CHD7","Approved symbol","CHD7","chromodomain helicase DNA binding protein 7","HGNC:20626","8q12.2"
"ATAD2","Approved symbol","ATAD2","ATPase family AAA domain containing 2","HGNC:30123","8q24.13"
"TOP2A","Approved symbol","TOP2A","DNA topoisomerase II alpha","HGNC:11989","17q21.2"
"FOXRED2","Approved symbol","FOXRED2","FAD dependent oxidoreductase domain containing 2","HGNC:26264","22q12.3"
"MLF1IP","Previous symbol","CENPU","centromere protein U","HGNC:21348","4q35.1"
"ABHD11","Approved symbol","ABHD11","abhydrolase domain containing 11","HGNC:16407","7q11.23"
"CRIM1","Approved symbol","CRIM1","cysteine rich transmembrane BMP regulator 1","HGNC:2359","2p22.2"
"ZNF367","Approved symbol","ZNF367","zinc finger protein 367","HGNC:18320","9q22.32"
"RPL8","Approved symbol","RPL8","ribosomal protein L8","HGNC:10368","8q24.3"
"FAM83H","Approved symbol","FAM83H","family with sequence similarity 83 member H","HGNC:24797","8q24.3"
"SLC19A1","Approved symbol","SLC19A1","solute carrier family 19 member 1","HGNC:10937","21q22.3"
"PAQR4","Approved symbol","PAQR4","progestin and adipoQ receptor family member 4","HGNC:26386","16p13.3"
"ACOT7","Approved symbol","ACOT7","acyl-CoA thioesterase 7","HGNC:24157","1p36.31"
"SPAG5","Approved symbol","SPAG5","sperm associated antigen 5","HGNC:13452","17q11.2"
"CD302","Approved symbol","CD302","CD302 molecule","HGNC:30843","2q24.2"
"DTL","Approved symbol","DTL","denticleless E3 ubiquitin protein ligase homolog","HGNC:30288","1q32.3"
"FANCD2","Approved symbol","FANCD2","FA complementation group D2","HGNC:3585","3p25.3"
"CENPH","Approved symbol","CENPH","centromere protein H","HGNC:17268","5q13.2"
"FANCI","Approved symbol","FANCI","FA complementation group I","HGNC:25568","15q26.1"
"VWA5A","Approved symbol","VWA5A","von Willebrand factor A domain containing 5A","HGNC:6658","11q24.2"
"GTF2IRD2B","Approved symbol","GTF2IRD2B","GTF2I repeat domain containing 2B","HGNC:33125","7q11.23"
"LAPTM4B","Approved symbol","LAPTM4B","lysosomal protein transmembrane 4 beta","HGNC:13646","8q22.1"
"BSPRY","Approved symbol","BSPRY","B-box and SPRY domain containing","HGNC:18232","9q32"
"RBL1","Approved symbol","RBL1","RB transcriptional corepressor like 1","HGNC:9893","20q11.23"
"SNHG6","Approved symbol","SNHG6","small nucleolar RNA host gene 6","HGNC:32965","8q13.1"
"CIT","Approved symbol","CIT","citron rho-interacting serine/threonine kinase","HGNC:1985","12q24.23"
"CLU","Approved symbol","CLU","clusterin","HGNC:2095","8p21.1"
"ACADS","Approved symbol","ACADS","acyl-CoA dehydrogenase short chain","HGNC:90","12q24.31"
"TFRC","Approved symbol","TFRC","transferrin receptor","HGNC:11763","3q29"
